PID	Date	Src	SrcPort	Dest	DestPort	caplen	len	hex
50	Tue May 15 03:16:12 EDT 2012	192.168.3.207	445	192.168.3.205	55845	387	387	000c29957b74000c29b3354c08004500017509d24000800666c4c0a803cfc0a803cd01bdda25ce9d09cae94eea0a8018fab1d0bb00000101080a000a4242017f08d70000013dff534d422e050000809801680000000000000000000000000008d74a0108bc880cff00000000000000000001013c000000000000000000000002010005000c03100000004c01000000000000b810b810f66500000e005c504950455c62726f77736572000c000000020001000000000000000000000000000000000000000000020001000000000000000000000000000000000000000000020001000000000000000000000000000000000000000000020001000000000000000000000000000000000000000000020001000000000000000000000000000000000000000000020001000000000000000000000000000000000000000000020001000000000000000000000000000000000000000000020001000000000000000000000000000000000000000000020001000000000000000000000000000000000000
51	Tue May 15 03:16:12 EDT 2012	192.168.3.205	55845	192.168.3.207	445	129	129	000c29b3354c000c29957b74080045000073d49540004006dd02c0a803cdc0a803cfda2501bde94eea0ace9d0b0b80180953895200000101080a017f08d8000a42420000003bff534d422e000000001801280000000000000000000000000008d74a0108bc880aff0000000240a4030000ce02ce02ffffffff0000000000000000
52	Tue May 15 03:16:12 EDT 2012	192.168.3.207	445	192.168.3.205	55845	205	205	000c29957b74000c29b3354c0800450000bf09d3400080066779c0a803cfc0a803cd01bdda25ce9d0b0be94eea498018fa728e0900000101080a000a4244017f08d800000087ff534d422e000000009801280000000000000000000000000008d74a0108bc880cff0000000000000000004b003c00000000000000000000004c000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000000000000045d888aeb1cc9119fe808002b10486002000000
53	Tue May 15 03:16:12 EDT 2012	192.168.3.205	55845	192.168.3.207	445	189	189	000c29b3354c000c29957b740800450000afd49640004006dcc5c0a803cdc0a803cfda2501bde94eea49ce9d0b96801809da898e00000101080a017f08d9000a424400000077ff534d422f000000001801280000000000000000000000000008d74a0108bc880eff000000024084000000ffffffff08003800000038003f0000000000380005000003100000003800000000000000200000000b001c00e15c1bc008000000000000000800000047004900560047004f00430077000000
54	Tue May 15 03:16:12 EDT 2012	192.168.3.207	445	192.168.3.205	55845	117	117	000c29957b74000c29b3354c08004500006709d44000800667d0c0a803cfc0a803cd01bdda25ce9d0b96e94eeac48018f9f702fe00000101080a000a4244017f08d90000002fff534d422f000000009801280000000000000000000000000008d74a0108bc8806ff002f003800ffff000000000000
55	Tue May 15 03:16:12 EDT 2012	192.168.3.205	55845	192.168.3.207	445	129	129	000c29b3354c000c29957b74080045000073d49740004006dd00c0a803cdc0a803cfda2501bde94eeac4ce9d0bc9801809da895200000101080a017f08da000a42440000003bff534d422e000000001801280000000000000000000000000008d74a0108bc880aff0000000240a801000049024902ffffffff0000000000000000
56	Tue May 15 03:16:12 EDT 2012	192.168.3.207	445	192.168.3.205	55845	210	210	000c29957b74000c29b3354c0800450000c409d5400080066772c0a803cfc0a803cd01bdda25ce9d0bc9e94eeb038018f9b838ce00000101080a000a4244017f08da0000008cff534d422e000000009801280000000000000000000000000008d74a0108bc880cff00000000000000000050003c000000000000000000000051000005000203100000005000000000000000380000000b000000283f11000a1de64f200d0204130000002e0000001200000056000000f0000000360100001700000006000000dc0700000600000000000000
57	Tue May 15 03:16:12 EDT 2012	192.168.3.205	55845	192.168.3.207	445	162	162	000c29b3354c000c29957b74080045000094d49840004006dcdec0a803cdc0a803cfda2501bde94eeb03ce9d0c5980180a61897300000101080a017f08db000a42440000005cff534d42a2000000001801280000000000000000000000000008d74a0108bc8818ff000000000800160000000000000000000002000000000000000000000000070000000100000000000000020000000009005c53504f4f4c535300
58	Tue May 15 03:16:12 EDT 2012	192.168.3.207	445	192.168.3.205	55845	205	205	000c29957b74000c29b3354c0800450000bf09d6400080066776c0a803cfc0a803cd01bdda25ce9d0c59e94eeb638018f958dec100000101080a000a4244017f08db00000087ff534d42a2000000009801280000000000000000000000000008d74a0108bc882aff00870000034001000000000000000000000000000000000000000000000000000000000000000000000080000000001000000000000000000000000000000200ff0500000047004900560047004f00430077000000000000000000fb011200fb0112000000
59	Tue May 15 03:16:12 EDT 2012	192.168.3.205	55845	192.168.3.207	445	689	689	000c29b3354c000c29957b740800450002a3d49940004006dacec0a803cdc0a803cfda2501bde94eeb63ce9d0ce480180ae88b8200000101080a017f08de000a42440000026bff534d422f000000001801280000000000000000000000000008d74a0108bc880eff0000000340c7030000ffffffff08002c0200002c023f00000000002c0205000b03100000002c02000000000000d016d016000000000c00000000000100c9084273e40cbd410cd09abd0619c09500000100045d888aeb1cc9119fe808002b104860020000000100010091baca2fef9c692efe1bd660edf0501201000300045d888aeb1cc9119fe808002b104860020000000200010009224e2321e9ad7b6b2fd23ad44ee89302000100045d888aeb1cc9119fe808002b104860020000000300010057bb1a5c1c9dab6a6f3981d80bea01ca03000100045d888aeb1cc9119fe808002b104860020000000400010008c74ca9a9d894b0d214a64e9767e84d01000200045d888aeb1cc9119fe808002b1048600200000005000100e6a12d9df59ea6d901cc7ad61e4f620e04000000045d888aeb1cc9119fe808002b1048600200000006000100dd9c420dcfcd858294efe688767273b902000300045d888aeb1cc9119fe808002b1048600200000007000100b6d0b68dff3a1a4caf4155ade691c85500000200045d888aeb1cc9119fe808002b1048600200000008000100a301c24a1d08acdf11cd98552c8bb0de00000300045d888aeb1cc9119fe808002b1048600200000009000100c80b7135f06076a4cf9168c2085c9cfe03000300045d888aeb1cc9119fe808002b104860020000000a000100714a4b6710d7d608e6f9349b986cc7b701000200045d888aeb1cc9119fe808002b104860020000000b000100785634123412cdabef000123456789ab01000000045d888aeb1cc9119fe808002b10486002000000
60	Tue May 15 03:16:12 EDT 2012	192.168.3.207	445	192.168.3.205	55845	117	117	000c29957b74000c29b3354c08004500006709d74000800667cdc0a803cfc0a803cd01bdda25ce9d0ce4e94eedd28018f6e9ffb600000101080a000a4244017f08de0000002fff534d422f000000009801280000000000000000000000000008d74a0108bc8806ff002f002c02ffff000000000000
61	Tue May 15 03:16:12 EDT 2012	192.168.3.205	55845	192.168.3.207	445	129	129	000c29b3354c000c29957b74080045000073d49a40004006dcfdc0a803cdc0a803cfda2501bde94eedd2ce9d0d1780180ae8895200000101080a017f08df000a42440000003bff534d422e000000001801280000000000000000000000000008d74a0108bc880aff0000000340a90200001d021d02ffffffff0000000000000000
62	Tue May 15 03:16:12 EDT 2012	192.168.3.207	445	192.168.3.205	55845	462	462	000c29957b74000c29b3354c0800450001c009d8400080066673c0a803cfc0a803cd01bdda25ce9d0d17e94eee118018f6aad9be00000101080a000a4244017f08df00000188ff534d422e000000009801280000000000000000000000000008d74a0108bc880cff0000000000000000004c013c00000000000000000000004d010005000c03100000004c01000000000000b810b810b97100000e005c706970655c73706f6f6c7373000c00000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000000000000045d888aeb1cc9119fe808002b10486002000000
63	Tue May 15 03:16:12 EDT 2012	192.168.3.205	55845	192.168.3.207	445	181	181	000c29b3354c000c29957b740800450000a7d49b40004006dcc8c0a803cdc0a803cfda2501bde94eee11ce9d0ea380180b6f898600000101080a017f08e0000a42440000006fff534d422f000000001801280000000000000000000000000008d74a0108bc880eff0000000340a4010000ffffffff08003000000030003f0000000000300005000003100000003000000000000000180000000b000000080000000000000001000000b847d4d90000000000000000
64	Tue May 15 03:16:12 EDT 2012	192.168.3.207	445	192.168.3.205	55845	117	117	000c29957b74000c29b3354c08004500006709d94000800667cbc0a803cfc0a803cd01bdda25ce9d0ea3e94eee848018f637fff100000101080a000a4244017f08e00000002fff534d422f000000009801280000000000000000000000000008d74a0108bc8806ff002f003000ffff000000000000
65	Tue May 15 03:16:12 EDT 2012	192.168.3.205	55845	192.168.3.207	445	129	129	000c29b3354c000c29957b74080045000073d49c40004006dcfbc0a803cdc0a803cfda2501bde94eee84ce9d0ed680180b6f895200000101080a017f08e0000a42440000003bff534d422e000000001801280000000000000000000000000008d74a0108bc880aff00000003401e020000e402e402ffffffff0000000000000000
66	Tue May 15 03:16:12 EDT 2012	192.168.3.207	445	192.168.3.205	55845	174	174	000c29957b74000c29b3354c0800450000a009da400080066791c0a803cfc0a803cd01bdda25ce9d0ed6e94eeec38018f5f80cb200000101080a000a4244017f08e000000068ff534d422e000000009801280000000000000000000000000008d74a0108bc880cff0000000000000000002c003c00000000000000000000002d000005000203100000002c00000000000000140000000b000000045f09000000000004020000000000007a000000
67	Tue May 15 03:16:12 EDT 2012	192.168.3.205	55845	192.168.3.207	445	162	162	000c29b3354c000c29957b74080045000094d49d40004006dcd9c0a803cdc0a803cfda2501bde94eeec3ce9d0f4280180b6f897300000101080a017f08e2000a42440000005cff534d42a2000000001801280000000000000000000000000008d74a0108bc8818ff000000000800160000000000000000000002000000000000000000000000070000000100000000000000020000000009005c53504f4f4c535300
68	Tue May 15 03:16:12 EDT 2012	192.168.3.207	445	192.168.3.205	55845	205	205	000c29957b74000c29b3354c0800450000bf09db400080066771c0a803cfc0a803cd01bdda25ce9d0f42e94eef238018f598de2500000101080a000a4244017f08e200000087ff534d42a2000000009801280000000000000000000000000008d74a0108bc882aff00870000044001000000000000000000000000000000000000000000000000000000000000000000000080000000001000000000000000000000000000000200ff05000000000000000000000000000100045d888aeb1cc9119fe8fb011200fb0112000000
69	Tue May 15 03:16:12 EDT 2012	192.168.3.205	55845	192.168.3.207	445	625	625	000c29b3354c000c29957b74080045000263d49e40004006db09c0a803cdc0a803cfda2501bde94eef23ce9d0fcd80180bf68b4200000101080a017f08e4000a42440000022bff534d422f000000001801280000000000000000000000000008d74a0108bc880eff0000000440ab000000ffffffff0800ec010000ec013f0000000000ec0105000b03100000002c02000000000000d016d016000000000c00000000000100226a4a3cd88da64c2bc4c71ec47b508904000000045d888aeb1cc9119fe808002b10486002000000010001001da729de5b320d027af21942fb59e6ab03000200045d888aeb1cc9119fe808002b1048600200000002000100ead2010feff3c4b702adcbcae42a7e4e05000300045d888aeb1cc9119fe808002b10486002000000030001009f033e8b13bfa365cb6ddf36a861e7b302000300045d888aeb1cc9119fe808002b104860020000000400010072bca5854b43613848b68d82b284769905000300045d888aeb1cc9119fe808002b1048600200000005000100eee214b8d498f96ea7aa78b5bd653b2501000000045d888aeb1cc9119fe808002b104860020000000600010006775af6d35af05ded02c02a2b94f9de02000000045d888aeb1cc9119fe808002b10486002000000070001006d1ebc554dfc19d6a930fe0c5dfd6d1101000000045d888aeb1cc9119fe808002b10486002000000080001001e79d0ab5236eb139f58ffe00180251c01000000045d888aeb1cc9119fe808002b10486002000000090001000089c8df9d802520183fe1bfd16a730403000300045d888aeb1cc9119fe808002b104860020000000a00010051fed6c05df2e2c1dc389840cc2828aa02000200
70	Tue May 15 03:16:12 EDT 2012	192.168.3.207	445	192.168.3.205	55845	117	117	000c29957b74000c29b3354c08004500006709dc4000800667c8c0a803cfc0a803cd01bdda25ce9d0fcde94ef1528018faf0f58000000101080a000a4244017f08e40000002fff534d422f000000009801280000000000000000000000000008d74a0108bc8806ff002f00ec01ffff000000000000
71	Tue May 15 03:16:12 EDT 2012	192.168.3.205	55845	192.168.3.207	445	197	197	000c29b3354c000c29957b740800450000b7d49f40004006dcb4c0a803cdc0a803cfda2501bde94ef152ce9d100080180bf6899600000101080a017f08e4000a42440000007fff534d422f000000001801280000000000000000000000000008d74a0108bc880eff000000044056010000ffffffff08004000000040003f00000000004000045d888aeb1cc9119fe808002b104860020000000b000100785634123412cdabef000123456789ab01000000045d888aeb1cc9119fe808002b10486002000000
72	Tue May 15 03:16:12 EDT 2012	192.168.3.207	445	192.168.3.205	55845	117	117	000c29957b74000c29b3354c08004500006709dd4000800667c7c0a803cfc0a803cd01bdda25ce9d1000e94ef1d58018fa6df6f900000101080a000a4244017f08e40000002fff534d422f000000009801280000000000000000000000000008d74a0108bc8806ff002f004000ffff000000000000
73	Tue May 15 03:16:12 EDT 2012	192.168.3.205	55845	192.168.3.207	445	129	129	000c29b3354c000c29957b74080045000073d4a040004006dcf7c0a803cdc0a803cfda2501bde94ef1d5ce9d103380180bf6895200000101080a017f08e5000a42440000003bff534d422e000000001801280000000000000000000000000008d74a0108bc880aff00000004400902000097029702ffffffff0000000000000000
74	Tue May 15 03:16:12 EDT 2012	192.168.3.207	445	192.168.3.205	55845	462	462	000c29957b74000c29b3354c0800450001c009de40008006666dc0a803cfc0a803cd01bdda25ce9d1033e94ef2148018fa2ece1500000101080a000a4244017f08e500000188ff534d422e000000009801280000000000000000000000000008d74a0108bc880cff0000000000000000004c013c00000000000000000000004d010005000c03100000004c01000000000000b810b810ba7100000e005c706970655c73706f6f6c7373000c00000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000002000100000000000000000000000000000000000000000000000000045d888aeb1cc9119fe808002b10486002000000
75	Tue May 15 03:16:12 EDT 2012	192.168.3.205	55845	192.168.3.207	445	514	514	000c29b3354c000c29957b740800450001f4d4a140004006db75c0a803cdc0a803cfda2501bde94ef214ce9d11bf80180c7d8ad300000101080a017f08e6000a4244000001bcff534d422f000000001801280000000000000000000000000008d74a0108bc880eff00000004401f000000ffffffff08007d0100007d013f00000000007d01050000031000000034020000000000001c0200000b000000080000000000000001000000c009da1e0402000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
76	Tue May 15 03:16:12 EDT 2012	192.168.3.207	445	192.168.3.205	55845	117	117	000c29957b74000c29b3354c08004500006709df4000800667c5c0a803cfc0a803cd01bdda25ce9d11bfe94ef3d48018f86ef3fb00000101080a000a4244017f08e60000002fff534d422f000000009801280000000000000000000000000008d74a0108bc8806ff002f007d01ffff000000000000
77	Tue May 15 03:16:12 EDT 2012	192.168.3.205	55845	192.168.3.207	445	316	316	000c29b3354c000c29957b7408004500012ed4a240004006dc3ac0a803cdc0a803cfda2501bde94ef3d4ce9d11f280180c7d8a0d00000101080a017f08e7000a4244000000f6ff534d422f000000001801280000000000000000000000000008d74a0108bc880eff00000004405e010000ffffffff0800b7000000b7003f0000000000b700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004020000
